timestamp,humidity,pir,motion,mic,temperature
1361896119000,30.90,0,0,3,20.90
1361896119000,30.90,0,0,3,20.90
1361896120000,30.90,0,0,3,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896123000,30.90,0,0,6,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,20.90
1361896127000,30.90,0,0,4,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,7,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896144000,30.80,0,0,3,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896147000,30.80,0,0,6,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,4,21.00
1361896160000,30.80,0,0,3,21.00
1361896160000,30.80,0,0,4,21.00
